采购项目名称	预算金额	行政区域	网址
马鞍山市花山区渔民上岸住家船只拆解服务项目（MASCG-0-F-F-2018-0009）	￥50万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180109_9454024.htm
趸船、海事巡逻艇、海事航道维护物资采购公告	￥240万元（人民币）	毕节市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180224_9606585.htm
国家海洋局东海分局中国海警2308船坞检修理项目公开招标公告	￥258.9812万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201803/t20180312_9656091.htm
山东大学青岛校区海洋研究院六自由度海浪姿态模拟系统设备采购项目公开招标公告	￥300万元（人民币）	青岛市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180122_9506229.htm
江西省于都县自来水公司良下湾泵船公开招标公告	￥827.99919万元（人民币）	于都县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180327_9711756.htm
异常版面，需手动标注	异常版面，需手动标注	异常版面，需手动标注	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180205_9557585.htm
封开县交通运输局封开县水上住家船居民上岸安置民生工程住家船拆解服务采购项目公开招标公告	详见公告正文	封开县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180115_9479897.htm
黄山市新安江旅游发展有限公司现代化游船采购项目(二次)招标公告	￥240万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180312_9655250.htm
2018年度中国海监第九支队执法快艇维修及日常保养定点服务采购项目公开招标公告	￥100万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180108_9453729.htm
宁波海事局海巡07008、海巡07105、海巡07116船舶修理项目（2018年）的采购公告	￥60万元（人民币）	宁波市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180205_9556388.htm
亳州市安全生产监督管理局采购安全生产责任保险项目（标段编号：BZCG2017449）招标公告	￥200万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180223_9603697.htm
威海市环翠区海洋与渔业综合执法大队船只维修定点采购项目公开招标公告	详见公告正文	威海市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180312_9652008.htm
肇庆市鼎湖区水务局水政执法船公开招标公告	详见公告正文	鼎湖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180115_9478223.htm
广东新船重工有限公司2018年度管子外协加工（含表面处理）项目公开招标公告	￥0万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180326_9708575.htm
南陵县弋江镇凤洲渡渡船采购项目（二次招标）	￥351794.63万元（人民币）	南陵县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180222_9602000.htm
中国人民武装警察部队通化市边防支队边防27米趸船建造项目公开招标公告	￥161.574万元（人民币）	通化市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180122_9505683.htm
哈尔滨工程大学JY水池减压舱盖工程施工招标公告(二次发布)	￥1800万元（人民币）	黑龙江省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180205_9555841.htm
长江武汉航道局2018年基本支出常规船舶维修采购框架项目公开招标公告	￥340.9万元（人民币）	湖北省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180310_9650881.htm
2018年度白鹤镇镇村级河道长效管理的公开招标公告	￥1264.63万元（人民币）	青浦区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180115_9476718.htm
黄山市新安江旅游发展有限公司现代化游船采购项目招标公告	￥240万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180222_9601961.htm
农业部黄渤海区渔政局中国海警1104舰船舶维修公开招标公告	￥220.5078万元（人民币）	山东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180119_9503520.htm
无为县姚沟镇20米渡船采购项目	￥1199761.45万元（人民币）	无为县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180108_9448088.htm
湛江海事局船员服务外包项目公开招标公告	￥374.3万元（人民币）	湛江市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180326_9708034.htm
南海舰队保障部军事设施建设处2018年度水鼓维修施工船舶租赁项目公开招标公告	￥290万元（人民币）	湛江市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180205_9554889.htm
宁波市奉化区海洋与渔业局公务搜救船运行管理服务项目的采购公告	￥48万元（人民币）	奉化市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180309_9647823.htm
岱山县海洋与渔业局100吨级渔政船建造、建造监理项目的公开招标公告	￥1550万元（人民币）	岱山县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180214_9593266.htm
2018年村级河道长效管理养护的公开招标公告	￥1692.39万元（人民币）	青浦区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180105_9446751.htm
异常版面，需手动标注	异常版面，需手动标注	异常版面，需手动标注	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180408_9751928.htm
青岛海洋地质研究所2018年近岸调查船舶租赁服务项目公开招标公告	￥422万元（人民币）	青岛市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180309_9646915.htm
浙江国际招（投）标公司关于中国人民武装警察部队浙江省边防总队沿海边防治安立体化智能防控平台项目的公开招标公告	￥0万元（人民币）	杭州市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180119_9502888.htm
北京市丰台区永定河管理所园博湖水源净化工程运行管理费公开招标公告	￥144万元（人民币）	丰台区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180326_9706655.htm
重庆市合川区港航管理处玻璃钢橡皮高速冲锋艇采购（第三次）(17A0542)采购公告	￥240万元（人民币）	合川区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180202_9551249.htm
中华人民共和国上海海事局上海海事局船舶交通管理系统改扩建工程监理公开招标公告	￥27万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180105_9446622.htm
莆田市忠湄轮渡有限责任公司船舶保险采购项目（重新招标）公开招标公告	￥74.1131万元（人民币）	莆田市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180213_9593056.htm
台州中兴建设工程咨询有限公司关于大陈洋产卵场保护区渔民护渔服务采购项目的的公开招标公告	￥621.6万元（人民币）	台州市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180404_9749489.htm
2018年水利设施镇级管理养护费的公开招标公告	￥864.62万元（人民币）	青浦区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180119_9502515.htm
2018年长江芜湖航道处船舶、设备维修项目2018CJWH-CG2-WX03标段（二次公告）招标公告	￥40万元（人民币）	芜湖市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180323_9697225.htm
巢湖市中庙老船塘旅游环境综合整治项目两条趸船设计及采购安装项目公开招标公告	￥310万元（人民币）	巢湖市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180309_9646100.htm
广东省海警总队筹备组海警3304舰上排保养工程公开招标公告	￥230万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180213_9592632.htm
中华人民共和国上海海事局上海海事局船舶交通管理系统改扩建工程公开招标公告	￥878万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180105_9446572.htm
中远海运客运有限公司船舱物品（第二批）采购项目公开招标公告	￥65万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180119_9501348.htm
2018年度练塘镇镇村级河道长效管理的公开招标公告	￥2485.17万元（人民币）	青浦区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180115_9476681.htm
沧州黄骅港航务工程有限公司耙吸式挖泥船船员劳务服务承包项目公开招标公告	￥430.11万元（人民币）	黄骅市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180202_9550342.htm
沧州黄骅港航务工程有限公司耙吸式挖泥船船员劳务服务承包项目（二次）公开招标公告	￥430.11万元（人民币）	黄骅市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180211_9584261.htm
宜昌市夷陵区港航管理局海巡救助艇采购项目采购公告	￥1000万元（人民币）	湖北省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180309_9646049.htm
海南省海洋与渔业监察总队-海南省海洋与渔业监察总队2018-2019年度船舶一切险(二次招标-公开招标公告	￥115.854914万元（人民币）	美兰区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180404_9749396.htm
长江航道测量（武汉）中心长江南京以下12.5米深水航道维护跟踪观测（通州沙、白茆沙水道2018年度水文测验）技术服务采购项目公开招标公告	￥500万元（人民币）	湖北省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180113_9475535.htm
青岛海洋地质研究所深海、远洋科考船舶租赁项目公开招标公告	￥2748万元（人民币）	山东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180211_9584244.htm
中国海监第八支队2018年船员劳务派遣服务项目公开招标公告	￥2277万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201804/t20180404_9749184.htm
青岛海洋地质研究所深海、远洋科考船舶租赁项目（原第一、二包二次招标）公开招标公告	￥2148万元（人民币）	山东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180308_9645632.htm
兰州市交通运输委员会关于兰州水上公共巴士有限责任公司水上巴士船舶采购第二次公开招标公告	￥300万元（人民币）	兰州市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180119_9500710.htm
滦南县水产局海洋渔船救生设备更新采购项目(二次)招标公告	￥181.7万元（人民币）	滦南县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180202_9549876.htm
深圳市公安边防支队/湛江市公安边防支队218B 型巡逻艇建造项目公开招标公告	￥4443.521704万元（人民币）	深圳市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180112_9474929.htm
异常版面，需手动标注	异常版面，需手动标注	异常版面，需手动标注	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180211_9584153.htm
鲁东大学超高效聚合物色谱系统等实验室设备及船舶与海洋工程水动力公共研发服务平台采购项目公开招标公告	详见公告正文	山东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180404_9749015.htm
宁波海事局海巡0717、海巡07132船舶修理项目（2018年）的采购公告	￥51万元（人民币）	宁波市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180308_9642934.htm
交通运输部长江口航道管理局2018年耙吸船“长江口01”“长江口02” 坞修项目公开招标公告	￥800万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201802/t20180202_9549883.htm
中华人民共和国茂名海事局2018年到2020年茂名海事局海事巡逻船艇运行服务外包采购项目公开招标公告	￥199万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180112_9474748.htm
无为县姚沟镇20米渡船采购项目（二次招标）	￥1199761.45万元（人民币）	无为县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180211_9582303.htm
中国人民解放军95180部队部队船艇装备维修承修企业选取（G-BZCG011-20180312）公开招标采购公告公开招标公告	￥30万元（人民币）	海城区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180323_9697330.htm
广州航标处2018年度船舶修理公开招标公告	￥700万元（人民币）	广州市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201804/t20180404_9749052.htm
农业部黄渤海区渔政局中国海警1017舰船舶维修公开招标公告公开招标公告	￥74.244万元（人民币）	山东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180307_9642096.htm
厦门公物－公开招标－GW2018-QY012-普通豪华客船租赁-招标公告	￥0万元（人民币）	福建省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180119_9499617.htm
交通运输部长江口航道管理局2018年高速船“长深3”“长深号”坞修项目公开招标公告	￥115万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201802/t20180202_9549746.htm
厦门公物－公开招标－GW2018-QY005-342客位沿海铝合金双体喷水推进高速客船-招标公告	￥4400万元（人民币）	福建省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180112_9474545.htm
中国人民银行上海分行物业管理及服务项目公开招标公告（第二次）	￥2200万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180211_9581504.htm
广州海洋地质调查局船舶承修商招标项目公开招标公告	￥520万元（人民币）	广州市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201803/t20180322_9692581.htm
莆田市四通招标代理有限公司关于[350300]PTST[GK]2017010-3执法船艇维修的招标公告	￥18.6万元（人民币）	福建省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180105_9445907.htm
某单位船舶自动识别系统（AIS）硬件设备购置项目公开招标公告	￥47.5万元（人民币）	北京市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201804/t20180404_9746870.htm
广西亿翔荣工程管理有限责任公司关于2018年度中国海监第九支队执法快艇维修及日常保养定点服务采购项目(重)（YXR-GXBH-ZB-20171201）公开招标公告	￥100万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180118_9497605.htm
交通运输部长江口航道管理局2018年绞吸船“青草沙”“浏河沙”坞修项目公开招标公告	￥340万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201802/t20180202_9549662.htm
厦门华沧-公开招标-2018-HCGK-SH148-闽厦门趸0021维修保养（坞修）项目的招标公告	￥45.7151万元（人民币）	厦门市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180322_9691343.htm
2018年度赵巷镇镇村级河道长效管理的公开招标公告	￥1456.33万元（人民币）	青浦区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180112_9473713.htm
广东海事局茂名船舶溢油应急设备库工程设备（包组四、包组五）采购项目（第三次重招）公开招标公告	￥295.48万元（人民币）	茂名市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201801/t20180105_9444994.htm
交通运输部救助打捞局2018年度渤海碧海行动沉船清除打捞工程公开招标公告	￥18317.79万元（人民币）	北京市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201804/t20180404_9745665.htm
莆田市忠湄轮渡有限责任公司船舶保险采购项目公开招标公告	￥74.1131万元（人民币）	莆田市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201801/t20180118_9497312.htm
2018年船舶检验工作服务招标公告	￥100万元（人民币）	漳州市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201802/t20180202_9549563.htm
宁波市奉化区海洋与渔业局2018年度渔船检测服务项目的采购公告	￥70.59万元（人民币）	奉化市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201803/t20180321_9688420.htm
长江重庆航道局2018年基本支出常规船舶维修采购框架项目公开招标公告（第二次）	￥300万元（人民币）	重庆市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201804/t20180404_9744272.htm
